fonte,dataset,modelo,kappa_inicial,kappa_modelos,kappa_modelos_std,delta_kappa,severidade,concordancia_mean,kappa_weighted_mean
Empírico (MQD-1465),MQD-1209-MF,SVM,0.7652,0.4647242995159253,0.0275143909575114,0.3004757004840747,Severa,0.6641850416652377,0.5148750640752682
Empírico (MQD-1465),MQD-1209-MF,NB,0.7652,0.4861873856918489,0.0267001656025218,0.2790126143081511,Moderada,0.6823531428963341,0.5389134821125343
Empírico (MQD-1465),MQD-1209-MF,RF,0.7652,0.4377709469645722,0.0339095454592257,0.3274290530354278,Severa,0.6649943417578272,0.485981064762366
Empírico (MQD-1465),MQD-1209-MF,LR,0.7652,0.4986300559304214,0.0433433221432678,0.26656994406957857,Moderada,0.6831830184150063,0.5496042629473082
